"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT08","WT10"
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-01-29","1.57",," 1544","0.00",,"56","42",,"  300","  310","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-01-30","1.12",," 1326","0.00",,"49","38",,"  140","  250","8.1","14.1","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-01-31","1.12",," 1647","0.00",,"47","40",,"   30","  260","8.1","16.1","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-01","5.82",," 1441","0.04",,"52","43",,"  160","  160","15.0","19.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-02","6.26",," 1552","0.30",,"55","43",,"  190","  190","25.1","35.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-03","4.92",," 1336","0.03",,"52","44",,"  140","  160","12.1","14.1","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-04","2.01",," 1932","0.32",,"52","43",,"  120","  130","10.1","14.1","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-05","8.05",," 2206","0.90",,"60","49",,"  170","  130","16.1","21.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-06","10.51",," 1218","0.75",,"60","53",,"  160","  170","19.9","25.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-07","8.05",," 1156","0.82",,"59","51",,"  200","  190","21.9","33.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-08","3.80",," 0205","0.15",,"60","47",,"  170","  170","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-09","4.25",," 1846","0.15",,"59","48",,"  150","  190","15.0","19.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-10","6.93",," 0157","0.02",,"57","49",,"  170","  170","18.1","25.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-11","1.57",," 1708","0.00",,"57","44",,"  160","  220","8.1","15.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-12","4.25",," 1902","0.02",,"81","48",,"  150","  200","10.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-13","1.34",," 2234","0.00",,"72","46",,"  130","  130","14.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-14","3.36",," 1535","0.06",,"60","47",,"  310","  290","12.1","18.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-15","3.80",," 1306","0.00",,"56","42",,"  320","  310","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-16","4.03",," 1513","0.00",,"62","44",,"  340","  360","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-17","1.79",," 1427","0.00",,"61","42",,"  310","  310","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-18","5.59",," 1701","0.00",,"57","38",,"  150","  220","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-19","2.24",," 1734","0.03",,"54","47",,"  190","  240","8.9","13.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-20","0.89",," 0426","0.02",,"54","50",,"  340","  240","6.9","16.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-21","3.80",," 1322","0.00",,"56","44",,"  340","  320","15.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-22","1.34",," 1629","0.00",,"55","35",,"  330","  320","8.9","12.1","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-23","1.34",," 1427","0.00",,"57","32",,"  320","  340","6.9","10.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-24","2.68",," 1303","0.00",,"55","36",,"  170","   50","8.9","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-25","2.91",," 1700","0.07",,"52","45",,"  150","  230","8.1","13.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-26","2.24",," 1835","0.26",,"55","48",,"  160","  200","8.9","15.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-27","5.37",," 2110","0.69",,"54","49",,"  340","  320","12.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-02-28","4.70",," 1107","0.00",,"57","37",,"  330","  310","15.0","23.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-01","3.13",," 2212","0.00",,"55","32",,"  200","  340","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-02","5.82",," 1645","0.00",,"54","38",,"  330","  330","15.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-03","3.13",," 1157","0.00",,"53","32",,"  340","  280","8.9","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-04","2.01",," 1234","0.00",,"56","31",,"  330","  250","10.1","14.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-05","2.01",," 1233","0.00",,"59","37",,"  320","  240","8.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-06","1.57",," 1653","0.00",,"59","39",,"  310","  340","6.9","8.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-07","2.24",," 1513","0.00",,"63","36",,"  290","  290","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-08","2.01",," 1626","0.00",,"64","37",,"  320","  320","8.9","13.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-09","4.03",," 1154","0.00",,"57","41",,"  340","   70","12.1","18.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-10","5.14",," 0345","0.02",,"60","44",,"  160","  260","12.1","18.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-11","6.04",," 1413","0.08",,"62","51",,"  190","  170","14.1","21.9",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-12","6.26",," 1217","0.00",,"67","52",,"  190","  190","14.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-13","3.58",," 2237","0.09",,"67","50",,"  250","  260","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-14","6.93",," 1145","0.63",,"61","53",,"  200","  210","19.9","28.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-15","5.14",," 1055","2.45",,"54","46",,"  330","  350","12.1","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-16","3.80",," 1538","0.00",,"58","46",,"  300","  310","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-17","5.14",," 1658","0.04",,"60","42",,"  150","  200","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-18","3.13",," 1633","0.00",,"63","46",,"  240","   50","8.9","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-19","3.80",," 1521","0.01",,"63","49",,"  150","  230","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-20","2.91",," 1816","0.13",,"60","51",,"  150","  220","8.9","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-21","8.95",," 0646","0.14",,"59","49",,"  170","  170","25.9","36.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-22","2.68",," 1933","0.07",,"56","42",,"  150","  210","14.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-23","4.47",," 1711","0.21",,"54","42",,"  170","  190","16.1","23.0","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-24","6.93",," 1354","0.28",,"59","46",,"  160","  170","16.1","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-25","8.05",," 1553","0.13",,"61","48",,"  160","  120","15.0","25.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-26","3.36",," 1646","0.00",,"72","51",,"  150","  200","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-27","7.16",," 2059","0.01",,"69","50",,"  190","  170","17.0","25.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-28","10.51",," 0424","0.00",,"64","52",,"  180","  160","19.9","30.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-29","7.16",," 1227","0.00",,"63","51",,"  200","  190","14.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-30","6.71",," 1337","0.04",,"67","54",,"  160","  240","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-03-31","6.71",," 0218","0.36",,"57","44",,"  200","  220","17.0","28.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-01","5.37",," 1339","0.05",,"57","44",,"  160","  220","14.1","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-02","3.80",," 1141","0.00",,"59","43",,"  250","  230","10.1","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-03","6.71",," 1618","0.05",,"55","43",,"  170","  170","21.0","25.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-04","4.25",," 1453","0.00",,"58","39",,"  220","  230","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-05","3.58",," 1539","0.00",,"63","38",,"  160","  130","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-06","5.82",," 0733","0.00",,"60","47",,"  150","  130","13.0","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-07","4.25",," 1459","0.01",,"59","47",,"  330","  320","14.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-08","4.92",," 1136","0.00",,"65","44",,"  260","  220","14.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-09","4.70",," 1803","0.00",,"66","44",,"  140","  120","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-10","8.50",," 1329","0.54",,"60","48",,"  180","  230","19.9","31.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-11","7.61",," 1440","0.00",,"56","43",,"  210","  200","18.1","30.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-12","4.92",," 1415","0.00",,"59","45",,"  140","  230","15.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-13","6.49",," 0209","0.55",,"54","42",,"  240","  290","14.1","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-14","6.04",," 1401","0.06",,"56","39",,"  230","  220","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-15","2.91",," 1235","0.00",,"59","38",,"  300","  240","8.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-16","3.58",," 1527","0.00",,"65","39",,"  320","  320","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-17","3.80",," 1558","0.00",,"68","45",,"  310","  310","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-18","3.36",," 1312","0.00",,"68","48",,"  300","  300","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-19","3.58",," 1326","0.00",,"69","46",,"  300","  300","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-20","2.91",," 1503","0.00",,"74","45",,"  320","  300","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-21","5.14",," 1210","0.16",,"65","46",,"  110","  250","12.1","21.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-22","4.03",," 1748","0.00",,"62","42",,"  150","  300","12.1","17.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-23","8.50",," 0314","0.10",,"55","47",,"  160","  200","16.1","21.9",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-24","10.51",," 1114","0.16",,"57","45",,"  150","  160","21.0","25.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-25","3.58",," 1318","0.01",,"58","44",,"  300","  250","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-26","5.14",," 2119","0.00",,"62","42",,"  190","  210","10.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-27","5.14",," 1111","0.00",,"78","54",,"  140","  240","10.1","17.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-28","6.93",," 0535","0.12",,"63","52",,"   40","  180","14.1","21.9",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-29","7.16",," 1745","0.00",,"65","48",,"  220","  120","15.0","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-04-30","5.14",," 1530","0.00",,"65","49",,"  280","  280","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-01","4.25",," 1638","0.00",,"66","53",,"  280","  300","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-02","4.70",," 1644","0.00",,"66","51",,"  320","  310","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-03","3.80",," 1540","0.00",,"69","44",,"  280","  290","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-04","8.95",," 1328","0.00",,"65","47",,"  220","  180","21.0","29.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-05","7.83",," 1157","0.25",,"62","48",,"  170","  210","18.1","25.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-06","4.25",," 1623","0.00",,"64","47",,"  300","  320","14.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-07","3.80",," 1548","0.00",,"70","45",,"  300","  320","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-08","3.36",," 1629","0.00",,"75","47",,"  290","  310","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-09","2.91",," 1406","0.00",,"80","50",,"  310","  300","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-10","4.47",," 1500","0.00",,"69","55",,"  180","  220","10.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-11","4.92",," 1623","0.00",,"59","54",,"  140","  210","10.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-12","5.82",," 1735","0.12",,"62","55",,"  150","  190","14.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-13","6.71",," 1800","0.13",,"57","52",,"  160","  220","13.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-14","2.68",," 1311","0.00",,"66","52",,"  300","  250","8.9","14.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-15","4.03",," 1902","0.01",,"69","52",,"  170","  200","10.1","21.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-16","5.14",," 1547","0.00",,"62","55",,"  160","  220","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-17","1.79",," 0919","0.00",,"69","55",,"  290","  280","8.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-18","3.80",," 1757","0.00",,"78","56",,"  300","  320","10.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-19","3.36",," 2226","0.00",,"75","57",,"  230","  220","8.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-20","3.36",," 0441","0.00",,"74","54",,"  290","  240","12.1","18.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-21","2.91",," 1654","0.00",,"81","58",,"  200","  220","10.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-22","6.49",," 0608","0.00",,"64","56",,"  170","  210","12.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-23","4.70",," 1246","0.00",,"64","56",,"  200","  220","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-24","4.92",," 1149","0.00",,"66","56",,"  260","  190","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-25","5.82",," 0912","0.00",,"62","55",,"  170","  170","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-26","3.36",," 0448","0.00",,"72","56",,"  290","  230","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-27","2.68",," 0938","0.00",,"78","57",,"  310","  240","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-28","3.58",," 1700","0.00",,"83","58",,"  300","  300","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-29","2.91",," 1812","0.00",,"82","59",,"  240","   80","13.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-30","4.47",," 1038","0.00",,"75","53",,"  160","  330","12.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-05-31","4.03",," 1505","0.00",,"76","57",,"  320","  310","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-01","6.71",," 0904","0.09",,"64","57",,"  140","  200","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-02","8.05",," 0625","0.00",,"66","58",,"  190","  190","14.1","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-03","4.70",," 0633","0.00",,"69","57",,"  180","  220","10.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-04","4.92",," 1358","0.00",,"74","57",,"  330","  290","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-05","4.92",," 1418","0.00",,"80","56",,"  300","  300","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-06","3.36",," 1419","0.00",,"85","58",,"  300","  310","12.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-07","4.70",," 1612","0.00",,"88","61",,"  300","  290","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-08","4.70",," 1445","0.00",,"86","60",,"  300","  320","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-09","4.47",," 1726","0.00",,"86","61",,"  310","  310","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-10","4.92",," 1732","0.00",,"81","55",,"  270","  230","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-11","4.47",," 2007","0.00",,"79","56",,"   40","   40","13.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-12","4.25",," 0056","0.00",,"70","57",,"  150","   70","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-13","4.03",," 1337","0.00",,"76","52",,"  290","  320","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-14","4.25",," 1326","0.00",,"81","57",,"  290","  290","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-15","4.70",," 1658","0.00",,"86","61",,"  300","  290","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-16","5.82",," 0632","0.00",,"75","55",,"  240","  200","12.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-17","4.03",," 1656","0.00",,"78","57",,"  330","  320","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-18","3.36",," 1148","0.00",,"80","62",,"  350","  250","10.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-19","4.47",," 0426","0.07",,"75","59",,"  300","  230","12.1","19.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-20","4.92",," 1857","0.00",,"77","58",,"  310","  290","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-21","4.03",," 0857","0.00",,"81","60",,"  280","  310","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-22","5.14",," 1134","0.00",,"78","57",,"  330","  330","12.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-23","3.58",," 0400","0.00",,"81","55",,"  300","  220","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-24","3.13",," 1953","0.00",,"79","66",,"  300","  300","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-25","3.58",," 1650","0.00",,"88","63",,"  300","  300","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-26","5.37",," 1328","0.00",,"88","67",,"  290","  300","15.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-27","4.25",," 1215","0.00",,"92","65",,"  320","  310","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-28","2.68",," 1436","0.00",,"83","70",,"  170","  320","12.1","15.0",,,"    1",,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-29","4.70",," 1751","0.01",,"88","67",,"  140","   90","12.1","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-06-30","4.25",," 2036","0.00",,"88","62",,"  320","   40","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-01","5.14",," 1450","0.00",,"89","65",,"  300","  290","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-02","4.92",," 1603","0.00",,"92","67",,"  300","  310","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-03","4.25",," 1235","0.00",,"93","67",,"  320","  310","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-04","3.80",," 1440","0.00",,"92","62",,"  320","  330","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-05","4.25",," 1108","0.00",,"91","67",,"  310","  300","10.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-06","4.92",," 1804","0.00",,"88","63",,"  160","  220","10.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-07","4.70",," 0320","0.00",,"81","60",,"  170","  210","10.1","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-08","2.91",," 1559","0.00",,"86","63",,"  300","  300","10.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-09","4.25",," 1941","0.00",,"86","62",,"  170","  240","12.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-10","7.83",," 0400","0.00",,"73","65",,"  190","  210","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-11","5.82",," 1356","0.00",,"74","65",,"  160","  190","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-12","5.37",," 1258","0.00",,"82","65",,"  240","  250","10.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-13","5.37",," 1805","0.00",,"79","65",,"  320","  310","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-14","4.25",," 1542","0.00",,"82","63",,"  300","  320","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-15","3.80",," 2334","0.00",,"81","63",,"  300","   70","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-16","3.58",," 1340","0.00",,"81","64",,"  310","  270","8.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-17","3.80",," 1409","0.00",,"83","59",,"  300","  320","13.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-18","4.25",," 1156","0.00",,"92","66",,"  300","  300","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-19","4.47",," 1952","0.00",,"98","67",,"  170","  170","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-20","6.71",," 1146","0.00",,"82","66",,"  250","  240","14.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-21","3.13",," 1423","0.13",,"76","61",,"  320","  240","12.1","18.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-22","4.70",," 1715","0.00",,"77","61",,"  240","  320","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-23","2.91",," 1306","0.00",,"81","62",,"  290","  240","10.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-24","7.38",," 1851","0.02",,"77","59",,"  230","  210","14.1","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-25","5.59",," 0855","0.01",,"70","61",,"  360","   70","12.1","17.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-26","2.91",," 1420","0.10",,"73","60",,"  270","  280","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-27","2.46",," 0901","0.01",,"77","56",,"  300","  240","8.1","21.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-28","4.25",," 1750","0.00",,"83","61",,"  300","  310","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-29","4.25",," 1647","0.00",,"89","62",,"  320","  310","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-30","3.58",," 1722","0.00",,"92","65",,"  320","  320","12.1","16.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-07-31","3.36",," 1226","0.00",,"94","66",,"  300","  280","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2015-08-01","4.70",," 1201","0.00",,"92","65",,"  300","  320","13.0","18.1",,,,,"    1",
